carat,cut,color,clarity,depth,table,price,x,y,z,unknownCol
1.01,Very Good,H,VS2,61.6,57.0,5393,6.41,6.44,3.96,5
0.41,Very Good,J,VVS1,60.1,58.0,775,4.79,4.83,2.89,5
1.54,Ideal,J,VS1,62,53.0,8207,7.41,7.49,4.62,5.2
0.33,Ideal,I,VVS2,62.7,54.0,579,4.42,4.45,2.78,5.2
0.34,Ideal,H,VVS1,62.2,54.0,740,4.48,4.53,2.8,4.7
1.06,Ideal,I,VS2,61,57.0,5362,6.55,6.59,4.01,4.8
0.36,Ideal,D,VVS2,62,54.0,1033,4.57,4.63,2.85,5.4
0.35,Ideal,E,VS2,62.1,56.0,984,4.53,4.52,2.81,5.2
0.5,Good,D,VS2,64,56.0,1589,5.02,5.04,3.22,5.5
0.41,Ideal,F,VS1,62.5,57.0,1007,4.75,4.76,2.97,4.9
0.39,Very Good,J,VVS1,61.8,56.0,718,4.64,4.71,2.89,5
0.31,Very Good,G,VVS2,63.1,57.0,907,4.32,4.3,2.72,5.5
0.91,Very Good,I,SI1,62.8,57.0,3703,6.09,6.18,3.85,4.9
1.71,Good,J,SI2,63.9,59.0,7508,7.55,7.47,4.8,4.4
0.41,Premium,E,SI1,60.5,61.0,969,4.8,4.78,2.9,5.1
0.35,Premium,H,SI1,61,62.0,630,4.56,4.52,2.77,5
0.31,Premium,F,VS2,61.6,58.0,625,4.35,4.38,2.69,4.5
0.52,Ideal,G,VVS2,62.4,55.0,2012,5.19,5.17,3.23,4.4
1.08,Ideal,G,SI1,61.8,56.0,5256,6.55,6.58,4.06,5
0.54,Ideal,G,VS1,61.8,54.0,1847,5.24,5.22,3.23,5.1
2.3,Ideal,I,SI2,61.8,57.0,16181,8.45,8.48,5.23,4.8
1,Good,E,SI2,61,61.0,4394,6.37,6.44,3.91,5.1
0.9,Premium,I,VS2,63,58.0,2761,6.16,6.12,3.87,4.6
0.3,Good,G,VS1,63.8,55.0,776,4.28,4.25,2.72,5.3
1.04,Very Good,J,VS2,59.5,59.0,4451,6.59,6.66,3.94,5
0.9,Very Good,F,SI2,61.6,58.0,3519,6.15,6.23,3.81,7
0.5,Very Good,F,SI1,61.4,57.0,1295,5.08,5.12,3.13,6.4
0.52,Good,E,VS2,63.4,57.0,1576,5.12,5.16,3.26,6.9
0.71,Ideal,E,SI2,59.3,56.0,2388,5.89,5.84,3.48,5.5
0.52,Very Good,F,VVS2,61.5,57.0,2079,5.18,5.22,3.19,6.5
0.95,Premium,D,SI2,60.1,61.0,4341,6.37,6.35,3.82,5.7
1,Very Good,F,VS2,61.9,58.0,6927,6.41,6.49,3.99,6.3
0.41,Premium,G,VS1,60.5,58.0,961,4.8,4.76,2.89,4.9
2.53,Fair,H,SI2,64.6,59.0,17103,8.54,8.45,5.4,6.6
0.46,Very Good,E,VS2,62.6,58.0,1245,4.91,4.96,3.09,5.2
0.41,Ideal,F,SI1,62.2,54.0,690,4.78,4.8,2.98,5
0.7,Fair,G,I1,64.3,62.0,956,5.59,5.49,3.57,5.9
0.8,Ideal,F,VS2,62,55.0,3653,5.93,6,3.7,6
0.51,Ideal,F,VVS2,61.9,56.0,1998,5.13,5.15,3.18,6.1
1.04,Ideal,G,VS2,61.6,55.0,6617,6.51,6.55,4.02,5.6
1.22,Ideal,H,SI1,61.9,56.0,5985,6.86,6.83,4.24,6.7
0.91,Very Good,F,SI2,61.2,59.0,3688,6.2,6.22,3.8,5.6
0.51,Good,F,SI1,63.8,56.0,1312,5.08,5.04,3.23,5.8
0.63,Ideal,F,IF,60.9,57.0,3749,5.53,5.57,3.38,6.2
2.03,Premium,I,SI2,62.8,59.0,13182,8.08,8.04,5.06,5.6
1.04,Very Good,D,SI2,63.1,58.0,3780,6.39,6.33,4.01,5.9
1.53,Ideal,H,SI2,62.5,57.0,7617,7.36,7.39,4.61,6.1
2.2,Premium,J,VS1,61.7,59.0,15064,8.3,8.34,5.13,6.3
1.14,Very Good,D,VS2,58.7,60.0,7928,6.82,6.88,4.02,6.1
0.6,Good,J,VS1,58.9,60.5,1306,5.5,5.57,3.26,6.4
0.45,Very Good,D,SI1,61,59.0,927,4.94,5,3.03,6.6
0.33,Ideal,E,VVS1,61.7,56.0,984,4.42,4.46,2.74,6.8
0.42,Ideal,H,IF,61.9,56.0,1216,4.79,4.81,2.97,6.7
0.76,Good,E,VS2,63.2,56.0,3249,5.82,5.86,3.69,6
0.9,Good,E,SI2,63.7,63.0,3595,6.05,6.1,3.87,5.7
0.74,Premium,F,SI1,62.3,61.0,2723,5.8,5.76,3.6,5.5
1.01,Ideal,E,SI1,61.6,59.0,5590,6.43,6.4,3.95,5.5
0.3,Ideal,H,SI1,63,54.0,540,4.3,4.27,2.7,5.8
0.32,Very Good,E,SI1,63.4,55.0,720,4.36,4.35,2.76,6
0.33,Ideal,G,VS1,62.1,54.0,666,4.45,4.47,2.77,5.4
0.71,Ideal,H,VS2,62.2,56.0,2622,5.68,5.74,3.55,6
0.32,Ideal,E,VS2,61.8,54.0,768,4.43,4.4,2.73,6.7
0.7,Ideal,H,SI1,61.4,57.0,2383,5.73,5.7,3.51,6.3
0.51,Ideal,F,VS2,62.5,53.0,1431,5.12,5.15,3.21,5.6
0.31,Ideal,D,VS2,61.7,55.0,942,4.4,4.35,2.7,5.5
0.33,Ideal,H,VVS2,60.9,57.0,854,4.52,4.48,2.74,5.5
0.7,Ideal,I,VVS2,62.1,56.0,2367,5.68,5.72,3.54,6.1
1.15,Premium,F,SI2,61.8,54.0,4186,6.78,6.75,4.18,5.8
1.01,Ideal,G,VS2,62.1,58.0,6587,6.38,6.43,3.98,5
0.73,Ideal,G,VS1,60.8,58.0,3342,5.81,5.87,3.55,5.6
1.59,Very Good,I,VS2,60.5,63.0,10106,7.52,7.45,4.53,5.7
1.98,Ideal,I,SI1,62.6,55.0,14581,8.04,8.1,5.05,5.7
0.35,Very Good,E,VS2,61.4,58.0,665,4.51,4.55,2.78,6.2
1.76,Ideal,I,VVS2,60.2,58.0,14065,7.84,7.87,4.73,5.1
1.16,Ideal,I,VS2,60.1,62.0,5587,6.83,6.78,4.09,5.7
1.01,Premium,G,VS2,62.9,58.0,6108,6.39,6.3,3.99,6.3
0.3,Ideal,E,VS1,61.1,58.0,673,4.3,4.34,2.64,5.8
0.3,Very Good,H,VVS2,63,56.0,605,4.23,4.28,2.68,7.1
0.52,Ideal,E,SI2,60.9,56.0,1232,5.2,5.23,3.17,6.3
1.07,Premium,D,VS2,62.4,57.0,7550,6.59,6.51,4.09,6.5
1.01,Premium,E,VVS1,61.6,58.0,10888,6.57,6.45,4.01,7.6
1.04,Ideal,D,VS1,59.1,56.0,8341,6.65,6.59,3.91,4.9
0.32,Ideal,F,VVS1,61,56.0,912,4.42,4.43,2.7,7.3
0.31,Premium,F,VS2,62.3,59.0,802,4.34,4.29,2.69,6.7
0.4,Very Good,D,VS1,63.2,60.0,963,4.65,4.69,2.95,7.2
0.36,Ideal,G,VVS2,61.8,54.0,794,4.59,4.61,2.84,6.5
0.38,Very Good,D,VS2,63.4,55.0,1117,4.67,4.63,2.95,6.4
0.63,Ideal,F,VVS2,61.9,57.0,2835,5.47,5.51,3.4,6.8
0.46,Very Good,E,SI1,61.8,57.0,968,4.93,4.98,3.06,5.7
2.01,Premium,H,SI2,61.8,62.0,11646,8.05,7.97,4.95,5.8
1.32,Ideal,G,VS2,61.1,57.0,9408,7.07,7.13,4.34,6.4
0.38,Premium,D,SI2,61.1,58.0,812,4.68,4.62,2.84,6.5
0.33,Premium,D,SI1,60.3,58.0,608,4.47,4.49,2.7,7.7
0.3,Premium,G,VS2,60.6,61.0,675,4.32,4.29,2.61,7.7
0.5,Ideal,G,VS2,62.6,57.0,1424,5.11,5.05,3.18,6
1.31,Ideal,G,VVS2,60.3,56.0,13168,7.09,7.15,4.29,6.9
0.41,Ideal,D,VVS2,62.3,55.0,1295,4.76,4.77,2.97,5.6
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66,7.7
0.73,Very Good,E,VS2,62.9,58.0,3184,5.7,5.75,3.6,6.3
0.7,Ideal,I,SI1,61.2,55.0,2343,5.71,5.76,3.51,6.7
1.9,Fair,H,SI2,67.1,64.0,8576,7.57,7.52,5.06,7.2
0.91,Very Good,H,VS2,63.7,57.0,3924,6.1,6.12,3.89,6.2
0.7,Fair,G,VS2,64.9,57.0,2479,5.55,5.54,3.6,6.1
1.01,Very Good,G,VS2,63.2,55.0,5701,6.39,6.34,4.02,6.4
0.42,Very Good,E,SI1,62.8,59.0,773,4.74,4.78,2.99,7.2
1.02,Ideal,F,VS2,62.9,57.0,6509,6.42,6.33,4.01,7.4
1.5,Premium,H,SI2,61.4,62.0,7187,7.4,7.25,4.49,7.9
0.91,Good,G,SI2,63.6,56.0,3610,6.14,6.09,3.89,6.4
1.51,Good,E,SI2,63.1,58.0,9343,7.28,7.31,4.6,6.3
0.71,Good,E,SI1,59.2,61.0,2651,5.8,5.85,3.45,6.1
0.43,Ideal,G,VVS1,61.5,56.0,1264,4.87,4.85,2.99,7.7
0.37,Premium,I,VVS1,62.4,58.0,874,4.58,4.55,2.85,6.3
0.9,Ideal,J,VS1,62.6,54.0,3656,6.15,6.18,3.86,6.4
0.51,Ideal,F,VS2,62.5,55.0,1442,5.08,5.13,3.19,6
1.12,Ideal,F,VS2,62.6,56.0,8074,6.59,6.63,4.14,6.9
0.44,Very Good,J,VS1,63.2,57.0,891,4.86,4.82,3.06,6.7
0.3,Good,F,SI2,63.5,57.0,394,4.22,4.25,2.69,6.9
0.7,Ideal,F,SI1,61.3,57.0,2196,5.76,5.79,3.54,5.8
0.9,Premium,E,SI2,60.1,62.0,3804,6.28,6.24,3.76,6.8
2.13,Premium,J,VS2,59.6,59.0,15110,8.43,8.37,5.01,6.7
1.1,Premium,I,SI1,62,59.0,4620,6.59,6.54,4.07,6.7
0.73,Ideal,G,VS1,61.8,57.0,3041,5.78,5.81,3.58,6.3
0.32,Ideal,H,VS1,62.8,55.0,720,4.41,4.35,2.75,6.5
0.32,Ideal,E,I1,60.7,57.0,490,4.45,4.41,2.69,6.2
1,Premium,H,SI2,61.3,58.0,3920,6.45,6.41,3.94,5.9
0.71,Ideal,F,VS1,61.1,56.0,3404,5.75,5.78,3.52,5.374588957
1.27,Premium,I,VS1,62.2,59.0,6532,6.92,6.87,4.29,6.826790496
0.71,Very Good,H,VS1,62.7,57.0,2559,5.66,5.72,3.57,6.59228194
1.25,Ideal,G,VVS2,62.5,54.0,10636,6.88,6.93,4.31,7.300990423
0.72,Very Good,J,VVS1,60.1,58.0,2208,5.8,5.84,3.5,3.997159169
0.7,Very Good,E,SI1,62.6,56.0,2459,5.65,5.69,3.55,6.918733508
0.63,Fair,H,VS1,57.3,62.5,1760,5.65,5.7,3.25,5.315768403
1.53,Ideal,E,SI2,61,55.0,10698,7.44,7.5,4.55,6.274883053
0.51,Premium,H,SI1,60,61.0,1163,5.2,5.17,3.11,7.178660133
0.37,Premium,D,VVS2,61,60.0,1071,4.61,4.64,2.82,6.27089075
1.5,Very Good,I,VS1,62.7,59.0,9519,7.19,7.26,4.53,6.056500121
0.24,Very Good,D,VVS2,59.5,62.0,521,4.04,4.06,2.41,6.581091729
1.31,Ideal,G,VS1,61.5,57.0,10071,7.06,7.02,4.33,6.996122786
2.18,Premium,J,SI1,62.9,59.0,13938,8.25,8.21,5.18,7.403961749
1,Good,I,SI1,64.3,57.0,3360,6.29,6.25,4.03,5.137158111
2.18,Very Good,I,SI2,61.4,59.5,14735,8.31,8.37,5.12,6.54975071
0.33,Ideal,G,VS2,61.6,55.0,579,4.43,4.46,2.74,7.010873244
0.73,Very Good,F,SI1,61.4,56.0,2879,5.81,5.86,3.58,5.98156534
0.51,Premium,G,VVS2,61.5,56.0,1974,5.15,5.12,3.16,6.712111836
0.66,Ideal,F,VS2,62.4,54.0,2648,5.55,5.61,3.48,5.899476533
0.71,Good,H,SI1,63.5,57.0,2096,5.64,5.67,3.59,4.944954563
0.54,Ideal,E,VS2,62.4,56.0,1765,5.23,5.19,3.25,6.654978953
0.43,Very Good,G,VS1,60.9,57.0,943,4.88,4.91,2.98,7.431224297
0.47,Ideal,E,VVS2,61.6,56.0,2113,4.97,5.01,3.07,6.990552362
0.72,Premium,H,SI1,61.5,56.0,2398,5.8,5.77,3.56,4.308570383
0.58,Ideal,G,SI1,61.4,55.0,1330,5.38,5.41,3.31,5.549025741
0.71,Very Good,H,VS1,62.8,59.0,2428,5.61,5.7,3.55,6.265617322
0.58,Very Good,E,VS2,60.3,57.0,1608,5.41,5.44,3.27,5.730108427
1.02,Fair,H,SI1,56.9,58.0,4935,6.64,6.75,3.81,5.114407765
0.71,Good,E,SI2,58.8,63.0,2120,5.75,5.88,3.42,5.048895014
0.35,Very Good,H,VVS1,62.6,57.0,798,4.45,4.47,2.79,5.892537316
0.7,Very Good,F,SI1,62.4,58.0,2382,5.64,5.7,3.54,7.381345174
1.2,Premium,J,VS2,61.8,59.0,4611,6.84,6.76,4.2,4.780023937
0.81,Ideal,E,SI1,60.3,56.0,3413,6.05,6.13,3.67,6.247879871
0.3,Very Good,G,IF,63,53.0,895,4.24,4.3,2.69,6.79540542
1.53,Ideal,E,SI1,61.2,58.0,13324,7.39,7.44,4.54,6.252539531
0.3,Premium,G,VVS2,61.3,58.0,878,4.34,4.28,2.64,6.192672214
0.71,Good,D,SI2,64.3,56.0,2215,5.64,5.59,3.61,5.588345872
0.41,Ideal,F,IF,61.1,58.0,1621,4.82,4.84,2.95,6.213458338
0.34,Very Good,F,SI2,60,62.0,447,4.51,4.55,2.72,6.018516898
0.3,Very Good,G,VS2,61.4,54.0,526,4.31,4.36,2.66,5.569698332
1.01,Fair,G,SI2,65.1,58.0,3461,6.29,6.21,4.07,7.038460304
0.77,Premium,F,VS2,61.8,56.0,2889,5.94,5.9,3.66,8.462215377
0.51,Very Good,G,VS2,62.4,57.0,1438,5.09,5.11,3.18,5.358129639
1.08,Premium,I,SI2,60.1,59.0,3750,6.75,6.69,4.04,7.394960144
1.12,Premium,G,SI1,60.1,58.0,5233,6.78,6.83,4.09,6.76364811
0.37,Ideal,D,VVS2,61.6,54.0,997,4.61,4.64,2.85,6.381457283
0.3,Very Good,D,VVS2,60.6,58.0,2366,4.33,4.35,2.63,5.112152437
2.18,Premium,J,VS2,60.1,58.0,15465,8.46,8.41,5.07,6.108909142
0.32,Premium,I,VS2,62.2,59.0,449,4.35,4.37,2.71,5.415009449
